Front,Back,Tags
Which PSRs does Symfony IMPLEMENT (i.e. Symfony objects ARE valid PSR objects)? (choose all that apply),"PSR-6 (Cache pool) ; PSR-11 (Container) ; PSR-14 (Event Dispatcher) ; PSR-20 (Clock)<br><br>Symfony implements PSR-6 (Cache pool), PSR-11 (Container), PSR-14 (EventDispatcher), PSR-16 (Simple Cache adapter) and PSR-20 (Clock) — its objects can be handed to any library expecting those interfaces. PSR-3 (Logger) is CONSUMED: Symfony type-hints LoggerInterface so you inject any implementation, but it does not ship the logger itself.",architecture
What is the difference between PSR-6 and PSR-16 in Symfony's Cache?,"PSR-6 is the pool/CacheItem model (CacheItemPoolInterface); PSR-16 is the simpler get/set SimpleCache API (Psr16Cache adapter)<br><br>PSR-6 models caching as a pool of CacheItem objects (CacheItemPoolInterface::getItem()/save()); PSR-16 (Simple Cache) is a lighter get()/set()/delete() API, exposed by Symfony&#x27;s Psr16Cache adapter. Confusing the pool/item model (PSR-6) with the simple key/value API (PSR-16) is a common trap.",architecture
"Which PSR does Symfony's Clock component implement, and why inject its interface?","PSR-20 via Psr\Clock\ClockInterface — injecting it makes time testable instead of calling new \DateTime() directly<br><br>Symfony\\Component\\Clock\\Clock implements Psr\\Clock\\ClockInterface (PSR-20). Type-hinting ClockInterface lets you inject a MockClock in tests and control time deterministically, instead of hard-coding new \\DateTime()/now() calls that are impossible to freeze.",architecture
What is the practical difference between Symfony implementing a PSR and consuming a PSR?,"Implementing means a Symfony object satisfies the PSR (hand it to any PSR consumer); consuming means Symfony type-hints the PSR so you can inject any implementation<br><br>Implements: Symfony&#x27;s class IS a valid PSR object (e.g. its Container is a PSR-11 container), usable by any library expecting that interface. Consumes: Symfony depends on the PSR interface as a type-hint (e.g. PSR-3 LoggerInterface) so you can plug in any compliant implementation. The direction of the dependency is what differs.",architecture
How are application service IDs written in modern Symfony?,As the fully-qualified class name (FQCN)<br><br>The service id is the FQCN; autowiring matches type-hints to these ids.,architecture
What naming case do environment variables use?,"UPPER_SNAKE_CASE, usually with an APP_ prefix<br><br>Env vars use upper snake case (APP_ENV, APP_DEBUG) and are read in config via processors such as %env(int:APP_PAGE_SIZE)%.",architecture
Which is a correctly named route?,"invoice_show<br><br>Route names use snake_case, conventionally entity_action.",architecture
How is an abstract class conventionally named?,"With an Abstract prefix, e.g. AbstractController<br><br>Abstract classes take the Abstract prefix; interfaces use the Interface suffix and traits use the Trait suffix.",architecture
"Which set correctly fixes these names: httpClientInterface, Abstract_Controller, blogShow (route), app-page-size (parameter), app_env (env var)?","HttpClientInterface, AbstractController, blog_show, app.page_size, APP_ENV<br><br>Interfaces are PascalCase with the Interface suffix (HttpClientInterface); abstract classes take the Abstract prefix in PascalCase (AbstractController); routes are snake_case (blog_show); parameters are snake/dot-separated lowercase (app.page_size); env vars are UPPER_SNAKE with APP_ prefix (APP_ENV).",architecture
Why is the Interface suffix more than cosmetic in Symfony?,"Autoconfiguration inspects implemented interfaces (e.g. EventSubscriberInterface) to auto-tag services, so correct interface naming/implementation is part of a working contract<br><br>When autoconfigure is on, Symfony auto-tags services based on the interfaces they implement — e.g. implementing EventSubscriberInterface auto-adds the kernel.event_subscriber tag, and ServiceSubscriberInterface, and voter/command interfaces behave similarly. So the Interface suffix marks a real, functional contract that drives wiring, not just style.",architecture
